Name,Address,Location,Category,Role,Profession,Additional Info,Journal,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,fail_reason,nom_classification,is_provincia,geocoding_tier,match_confidence,nominatim_query,llm_cleaned_address,nominatim_flagged,matched_lat,matched_lon
Motetto Giulio,S. Maurizio 2623-A,,Commerce,",",Telephone: 25-889,cornici,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
VALESE LUIGI,S. Maurizio 2623-A,,Titolo,",",Telephone: 25-889,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
SCHEDEARI - MOBILI PER UFFICIO - MACCHINE CONTABILI,"VENEZIA - Via XXII Marzo, 2288",,Titolo,",",Telephone: 25-889,miroene,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moro Pietro,Via Vittorio Emanuele numero 1,F,Mestre,",",Telephone: 25-889,mediatore,,,,425,page_425_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moro Vittorio,S. Marina 6413,,avv.,",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moretti Angelo & C.,Via Mazzini 5097,,sarti da uomo,",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moschini dr. Giovanni,S. Bartolomeo num 5376,,dentista,",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mozzetti dr. Mario,Via 22 Marzo 2257,,medicina generale,",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mozzetti Montecruoli Alessio,SS. Filippo e Giacomo 4509,,avv.,",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,4509.0,,,San Giacomo dell'Orio,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Mozzetti Montecruoli dr.,SS. Filippo e Giacomo,,medicina generale,",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,,,,San Giacomo dell'Orio,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mucelli Giovanni,S. Polo numero 1765,,vini (grossista),",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,1765.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Mugnato Anita,Castello 8568,,pellicceria,",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,8568.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Munarini rag. Guido,Cannaregio 6111,,vini (grossista),",",Telephone: 25-889,liquoria (fabbrica e deposito),,,,425,page_425_semantic.csv,indice_generale,6111.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Munaretti Gigillo,Campo Fava 5562,,avv.,",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Munarett Guevo,Campo S. 2006,,Geometra,",",Telephone: 25-889,miroene,,,,425,page_425_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Munaròt dir. Vinicio,Campo S. 2006,,Commissario,",",Telephone: 25-889,della Società Ital. degli Autori Affini,,,,425,page_425_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Molin,Castoglio 6960-A,Castello,Titolo,",",gabinetti di posa,fotografie,,,,425,page_425_semantic.csv,indice_generale,6960.0,A,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Mussi dr. Comm. Francesco,A. Sangiac 3880,,Membro,",",Telephone: 25-889,ANM dell’ACNIt,,,,425,page_425_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Musumeci dr. Angelo,A. Sangiac 3880,,Titolo,",",Telephone: 25-889,"Vice Comm. Agg., 2a Divisione Questura",,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mutua di Assicurazioni,Campo Manin 4023,,assicurazioni,",",Telephone: 25-889,miroene,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Muzi cav. Ulrico,Campo Manin 4023,,Titolo,",",Telephone: 25-889,"Geometra principale, Genio Civile",,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Muzio Attilio,Do*zo Duro 3084,,Titolo,",",(commercio),prodotti chimici,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Naccari F.lli,Sau A. ponal numero 1229-A,,Titolo,",",Telephone: 25-889,mercerie filati ed affini,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Naccari Ferruccio,Sau A. ponal numero 1229-A,San Aponal,Titolo,",",chinquejlerie,tabaccheria,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Naleto Giuseppe,Piazzale Roma,,Titolo,",",Telephone: 25-889,officina meccanica e metallurgica,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nani Mocenigo,"Via Garibaldi num. 28, S. Samuele 3319",,Titolo,",",avv.,Luigi,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nane Mora,"Via Garibaldi num. 28, S. Samuele 3319",,Titolo," Termo-telefono,  Acqua corrente",Albergo,Ristorante | Corto del Teatro Malibran,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Napolitello Antonio,Sm: Mar. co numero 889,,Titolo,",",Telephone: 25-889,sarta da uomo,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nardi Giovannina,S. Elena numero 9,,Titolo,",",Telephone: 25-889,parrucchiere per signora,,,,426,page_426_semantic.csv,indice_generale,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nardini Giuseppe,Castello 2145,,(gabinetti di posa),",",Telephone: 25-889,fotografie,,,,426,page_426_semantic.csv,indice_generale,2145.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Nardini Luigi,Castello 2145,S. Margherita,Titolo,",",Telephone: 25-889,tabaccheria,,,,426,page_426_semantic.csv,indice_generale,2145.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Nardini Olga.,Freezeria 1731,,Titolo,",",Telephone: 25-889,sarta,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nardini Vittorio,S. Maurizio 2869,,Titolo,",",Telephone: 25-889,avvocato,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nardo Antonio,"Palazzo Du- cale,",,Titolo,",",Soprintendenza ai Monumenti Medioevali e moderni del Veneto Orientale,Primo restauratore,,,,426,page_426_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nardo Gisella,Castello 3154,,Titolo,",",Telephone: 25-889,osteria,,,,426,page_426_semantic.csv,indice_generale,3154.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Nardo Nicolò,Castello 3154,,Titolo,",",Galleria gG. Franchetti alla Ca D’Oro,Conservatore,,,,426,page_426_semantic.csv,indice_generale,3154.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Narduzzi Aldo,Castello 3154,D. Duro,Titolo,",",(dettaglio),carbone e legna,,,,426,page_426_semantic.csv,indice_generale,3154.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Natali Galliano,Via Col di Lana 2-B,,Titolo,",",Telephone: 25-889,calze tessuti,,,,427,page_427_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Natolli Linda,Via Col di Lana 2-B,S. Vio,tabaccheria,",",Telephone: 25-889,miroene,,,,427,page_427_semantic.csv,indice_generale,,,DORSODURO,,True,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Navalest s.r.l.,Is. Elena; Viale 1 Novembre 11,,Titolo,",",Telephone: 25-889,cantiere navale,,,,427,page_427_semantic.csv,indice_generale,11.0,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Navarro Umberto fu Angelo,"Cà d’Oro 39274, 3928-29-30",,Titolo,",",mobili nuova e usata di lusso e comune,Negoziante,,,,427,page_427_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nave Fomu,S. Marina 6102,,Titolo,",",Telephone: 25-889,sartoria,,,,427,page_427_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nazionale,Lista di Spagna numero 158,,albergo,",",Telephone: 25-889,ristorante,,,,427,page_427_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Negri Francesco,Calle Larga di Bari numero 964,,farmacia,",",Telephone: 25-889,miroene,,,,427,page_427_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Negrini Tita Evangelista,S. Marco 1969,,radio e radlog,",",almanofoni,miroene,,,,427,page_427_semantic.csv,indice_generale,1969.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Negrini Bettannina,D. Duro numero 329125,,caffè (esercizi),",",Telephone: 25-889,miroene,,,,427,page_427_semantic.csv,indice_generale,,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Negrini Giuseppe,Via 28 Aprile Cà Motonti 4314,,Segretario,",",Telephone: 25-889,Fed. Prov. Lavoratori della Terra,,,,427,page_427_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Negrini Umberto,S. Marco 1190,,oggetti artistici,",",Telephone: 25-889,miroene,,,,427,page_427_semantic.csv,indice_generale,1190.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Nelfredini Umberto,"S. Marco 1190, Via Villor 8",,Titolo,",",rappresentanze varie,Carpenedo,,,,427,page_427_semantic.csv,indice_generale,1190.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Neri dr. Virgilio,S. Grezoo numero 698,,medicina generale,",",Telephone: 25-889,miroene,,,,427,page_427_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nicolello Giuseppe,D. Duorono numero 1611,,sartoria da uomo,",",Telephone: 25-889,miroene,,,,427,page_427_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nicolini Benedetto,Castello numero 2926,,alimentari (gross.),",",Telephone: 25-889,miroene,,,,427,page_427_semantic.csv,indice_generale,2926.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Nordio Ada,Ponte delle Guglie,,tabaccheria,",",Telephone: 25-889,miroene,,,,427,page_427_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nordio Olimpio,S. Marina 5906,,OCEMA,",",barbiere,miroene,,,,428,page_428_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Novello Giovanna,"Accademia, Calle Foscarini numero 882",,OCEMA,",",trattoria,miroene,,,,428,page_428_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Niube Irma,Cannaregio 6248,,OCEMA,",",Telephone: 25-889,sarta,,,,428,page_428_semantic.csv,indice_generale,6248.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Nussdorfer dr. Roberto,San Angelo 3580,,OCEMA,",",Telephone: 25-889,otorinolaringoiatra,,,,428,page_428_semantic.csv,indice_generale,3580.0,,,L'Angelo,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Officina riparazione macchine per scrivere,Via XXII Marzo 2288,,Calcolatrici,",",Contabili elettriche ed a mano,Addizionatrici,,,,428,page_428_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Olderini,Castello 3176,,Officine Meccaniche e Fonderie Assona,",",Telephone: 25-889,osterìae,,,,428,page_428_semantic.csv,indice_generale,3176.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Oleifici e Molini Adriatica S. A.,Cannaregio 7382,,olii commestibili (commercio),",",Telephone: 25-889,S. A.,,,,428,page_428_semantic.csv,indice_generale,7382.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Oleificio Monturaccoli Ugo,San Fantìn 1994-A,,olii,",",Telephone: 25-889,grassi lubrìficanti,,,,428,page_428_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Olivetti cav. Franco,Riva Schiavoni 4207,,Direttore Sport. Tennis Lido,",",Telephone: 25-889,S. A.,,,,428,page_428_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Olivetti Ing. G. & C. S. p. A. Filiade di Venezia,"Bacino Orcole, numero 1218",,Macchine per scrivere da ufficio e portabili," Scuola di Dattilografia,  officina riparazioni macchine per uffiei di ogni tipo e marca, , ",Schedari visibii offrorstatl synthesis,Macchine contabili,,,,428,page_428_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Oman Carlo,Calle Stagneri,,Olimpia Film,",",Telephone: 25-889,barbiere,,,,429,page_429_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Oniga Renzo,S. Giovanni Grisostomo,,Olimpia Film,",",Telephone: 25-889,tabaccheria,,,,429,page_429_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Ori dr. Alessandro,"San Trovasa, Palazzo Giustinia",,Olimpia Film,",",Istituto Universita-io di Architett.,professore,,,,429,page_429_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Ori dr. Carlo,"San Trovasa, Palazzo Giustinia",,Olimpia Film,",",Telephone: 25-889,medicina generale | S. Zaccaria,,,,429,page_429_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Orione,Spadariale 700-A,,Olimpia Film,",",Telephone: 25-889,pensione,,,,429,page_429_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Orsi dr. prof. Ilario,Direzione Santa Lucia,,Olimpia Film,",",Ferrovie dello Stato,Sostituto Capo Sez. Comm. e del Traffico,,,,429,page_429_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
